s
2095
853,1679,429
174,1646,339
1235,642,331
430,1562,97
140,243,111
2070,1673,406
1000,1799,469
163,2059,293
1774,1591,261
210,1839,424
1160,1158,393
1066,2051,213
1810,1985,212
1930,906,307
2057,184,36
1297,2095,335
2042,1371,436
2016,122,397
606,1576,413
1125,170,363
718,1194,384
375,1058,26
1506,1229,429
1054,634,13
1529,1694,122
64,602,96
1738,1629,268
320,966,388
1334,754,179
1090,336,352
448,1948,495
213,613,153
991,590,214
1077,1020,101
1586,1983,65
1785,314,435
741,1918,165
1328,400,165
868,1246,263
483,1995,186
334,0,232
1673,1723,262
51,1479,254
158,857,497
177,1839,156
1044,1533,82
966,888,207
1316,1993,120
1959,2090,358
1737,1147,387
266,1194,49
1469,1886,445
1076,442,302
1696,437,42
105,1940,54
920,732,81
1650,400,316
271,1565,266
967,590,224
1474,803,326
2064,1319,423
76,1092,494
1646,1744,305
1634,1667,465
1311,945,28
235,279,411
1881,1709,112
19,1816,9
1699,727,159
364,1608,484
1860,1389,400
461,1290,501
1704,1801,246
185,2077,171
755,1507,379
1991,1891,407
1488,1576,6
385,728,36
1206,300,267
1241,32,338
1151,166,121
1585,1370,257
1115,1441,243
818,145,495
738,1560,6
1956,201,24
1988,543,467
853,393,52
972,357,319
1853,1189,189
744,1541,12
1169,395,55
1489,809,131
73,1564,444
310,1224,285
1284,276,86
1828,876,425
153,799,496
797,115,310
1609,1218,433
948,1955,332
1322,1025,296
663,1575,11
1329,1158,298
1102,479,305
1965,358,33
1085,1743,12
894,2036,7
901,558,381
1059,1298,37
341,1018,258
96,617,461
1755,1832,423
426,991,61
1734,919,240
1358,1122,99
49,652,239
228,1364,149
1380,604,268
1637,9,405
525,774,496
1160,2029,496
115,550,427
1736,619,415
703,1650,466
2035,0,155
1675,1737,58
1214,1883,148
1717,1078,243
133,1695,105
1102,1953,203
2052,1315,495
1520,1686,443
1695,1900,391
543,1768,313
107,2072,454
1984,136,277
119,489,127
847,1161,73
1876,1808,452
886,631,246
1072,457,84
1903,106,475
920,1858,90
360,723,3
1934,466,380
53,400,318
457,28,375
1569,1253,295
960,667,211
2080,1466,104
1382,2013,101
1847,1786,338
344,1988,81
114,340,508
1681,1144,494
623,949,256
312,574,134
598,1661,363
124,170,96
998,406,250
963,1394,244
1577,219,41
1053,232,166
1411,1098,248
1341,1393,227
468,851,158
1401,1191,154
395,335,49
1990,1512,218
1972,950,187
1379,1871,417
1827,289,154
1401,1535,366
360,731,123
1370,1813,316
1306,251,333
800,280,346
1296,619,62
685,284,74
1084,1373,330
762,1292,250
1316,905,496
1163,87,245
1073,922,456
1000,1675,267
210,1747,485
938,1363,327
527,1429,75
110,254,412
340,1751,170
1380,677,372
434,1088,273
981,698,27
880,117,71
1532,1713,327
471,1514,86
892,1077,280
2073,1150,38
1399,1285,466
2055,596,85
1220,1351,97
1975,1774,121
1653,292,266
697,622,208
1015,1538,18
1356,50,455
1849,284,497
1283,1667,34
1313,666,200
1017,895,331
246,1982,91
821,1103,7
1231,1457,217
891,1869,51
1431,1682,84
1477,1722,47
228,584,41
2086,1321,20
1264,1374,244
1154,1931,482
853,1521,44
560,1118,119
1131,1520,392
1428,1589,11
388,2093,326
1895,1984,81
1382,857,422
775,428,320
1892,1310,486
1370,1096,70
1861,919,166
1054,731,225
785,1247,119
2019,553,226
208,1377,213
1610,1449,280
396,584,283
1432,1772,334
1308,584,297
31,1769,144
794,184,89
1963,1100,480
733,859,256
817,532,244
27,318,145
956,1563,70
1090,2007,308
982,1725,511
1325,1745,507
358,1171,82
232,591,424
225,503,245
602,598,335
1560,15,280
1032,827,505
100,1236,387
731,1402,12
502,296,257
1479,403,87
828,1312,56
982,660,25
1130,1038,168
1357,1375,436
138,599,378
467,786,204
1620,1021,172
1562,284,370
1522,1521,349
1681,109,169
1531,2000,493
1704,593,481
137,1615,222
863,386,322
1411,1443,473
1570,1322,63
951,659,109
1718,1218,61
1137,2029,257
1347,449,24
1708,1784,477
890,590,462
1411,22,349
1836,960,290
849,1315,224
1351,1820,287
1403,404,248
1894,441,202
852,136,181
15,322,180
1274,605,486
1128,2,400
229,617,376
752,762,342
