s
3373
2669,1054,68
1397,212,197
30,969,58
2695,262,111
907,2649,100
791,2466,20
406,2475,237
1912,1417,221
919,986,48
2509,232,168
1647,2820,111
644,867,147
1401,830,79
1411,589,120
1943,2720,195
1453,2091,45
497,752,112
524,3351,141
2253,3199,48
2537,37,185
125,1978,91
2921,2819,64
2269,1246,250
1167,964,69
2518,438,154
501,2726,182
2380,1309,48
1369,879,204
1746,1237,8
303,2013,31
3159,1968,236
2377,12,207
3092,2502,4
2100,500,12
3137,243,230
1533,3074,183
2363,2530,210
1047,2361,215
643,1116,69
933,222,9
2749,2150,37
554,1124,14
2214,130,208
2361,3265,251
1177,2878,192
3335,1954,188
348,1063,225
2839,2025,222
165,2928,206
1132,3147,237
1589,832,170
1869,1957,256
2144,1910,226
861,30,221
1006,1478,188
1023,643,61
3184,2629,218
1970,31,31
235,1458,138
1044,1756,131
1337,2020,75
1455,865,47
1504,3370,152
411,2305,208
2889,591,243
195,2982,159
578,1539,183
371,2403,33
3230,615,126
1949,3315,61
1239,2377,184
2288,1576,166
2970,708,156
1663,18,32
1894,1269,59
2062,2131,32
2169,2346,183
3045,3064,143
483,77,7
1134,3067,228
118,922,234
2086,2436,14
828,1976,223
3271,3086,91
1918,2116,192
935,3260,197
2788,1478,240
782,1627,137
3056,540,222
246,2151,250
1447,3363,64
3012,1527,72
2520,808,162
3304,618,72
1141,2277,144
1791,158,194
2688,2799,22
311,113,71
1048,1219,33
3145,1149,154
1334,340,93
2099,1290,182
2653,1474,46
1828,1418,142
1112,2475,81
2963,2935,12
2830,2352,149
12,2236,168
127,2587,223
2663,590,92
2155,1586,105
1773,2840,47
2068,1438,185
2013,1567,125
2767,3182,124
2121,2379,17
2051,489,209
2602,1252,50
1709,3154,138
788,950,96
2562,3047,32
2651,2510,40
2104,2126,90
160,242,85
182,240,79
859,1019,90
3358,1886,186
212,3137,164
442,2587,58
1587,1912,169
220,583,189
2528,2379,181
1904,220,217
2934,102,36
2811,858,99
1576,730,84
2886,1770,57
2510,1374,170
2457,1388,23
3215,2710,23
649,1519,87
3024,463,56
2160,39,156
522,1777,75
2330,1686,99
2982,740,192
614,1677,137
2361,583,102
3126,225,24
604,3023,173
807,2605,226
2202,485,158
2071,2771,205
202,1099,223
2434,1567,237
3292,73,23
913,1111,171
2923,1345,210
1975,1052,58
1677,3280,251
1968,2868,114
2601,1399,149
3350,2880,19
512,2163,33
2751,966,164
1563,2707,72
1181,2916,52
1298,3206,144
738,3164,36
3338,544,108
2544,352,195
2838,760,218
695,2103,98
723,137,75
2948,3044,229
1191,3126,65
1762,2985,146
1154,451,52
1423,838,183
790,1655,117
3361,2002,67
955,3176,137
3015,2532,192
3220,1544,206
2513,289,39
818,553,245
2100,1882,253
224,2910,180
2784,432,59
766,1948,80
2382,1773,38
989,2831,151
2155,2643,93
2808,1993,212
1574,2912,96
2374,46,129
2458,716,162
1259,2899,189
724,324,235
275,1820,186
837,2070,139
1672,3178,88
3276,292,172
3232,587,21
1508,804,237
2659,3101,110
1288,1416,160
1787,3024,246
229,2026,211
302,727,99
2296,1506,213
2919,1446,54
3247,2271,242
2763,1044,159
506,1291,225
770,3107,211
1778,867,216
861,963,40
788,1581,63
677,1305,141
3010,526,128
1707,304,147
518,635,33
2324,2614,102
2820,2380,194
1196,2746,242
1685,442,60
2067,1663,128
751,1386,43
2485,3086,111
3243,2492,84
1710,3208,49
2244,1457,149
2440,1310,166
2332,246,174
3242,125,188
1209,3163,33
1990,3232,225
1138,198,24
85,1375,98
1800,1640,82
1621,2484,213
1664,3288,8
2721,3149,27
2992,594,12
1358,1066,95
1192,3134,183
2811,2643,155
3067,947,2
2837,2674,143
1516,2342,56
1263,414,226
630,1691,256
1513,746,193
2657,2940,70
2522,242,131
443,511,2
3058,1356,252
334,2306,103
331,70,47
2796,2772,72
2578,2088,167
3207,3310,14
2811,662,101
231,1474,36
2689,1398,7
2554,3138,62
1788,884,150
3364,1840,172
1106,2625,29
492,1510,145
1731,401,31
627,736,102
2918,1346,106
1764,1321,4
281,2098,231
270,369,244
2331,213,151
264,3296,252
2948,2557,95
3261,628,9
3070,689,244
1084,132,189
517,1634,217
2600,1550,119
11,2857,186
588,459,250
1215,2852,175
3080,1576,135
862,3034,121
1598,1297,193
1061,1344,207
1466,2902,243
2074,2943,131
2785,764,202
2490,2695,94
1154,718,57
3081,2769,249
839,533,182
2715,1698,192
2368,751,77
3087,1508,7
3237,1993,134
1032,2137,23
729,822,241
3289,1383,10
2513,724,93
525,2411,194
3233,1868,108
765,1763,149
506,1904,120
79,1269,15
76,72,180
1674,309,76
2630,83,177
2668,2013,196
1788,3352,250
304,3199,5
2686,1556,11
1588,1645,221
2749,1893,223
1833,824,89
2771,2302,26
752,1342,198
1379,2522,160
1157,2726,143
3250,2428,140
905,339,96
3124,3342,20
2319,2123,101
1342,3332,20
535,674,155
2898,2746,69
2492,3099,107
2230,992,14
1988,1024,106
3084,3353,119
2431,2492,58
246,1294,117
2380,1180,157
1787,1535,54
2805,895,26
1709,333,37
2337,208,13
536,1290,223
2905,827,218
2956,561,45
1834,1105,3
1907,2756,176
1856,3120,67
1939,723,252
521,1153,73
3050,1247,75
718,3008,71
1199,3098,168
244,2040,67
1164,2607,57
205,2978,11
1697,3208,89
2563,1643,84
2027,2734,28
2789,873,84
2288,790,90
1185,1653,28
3289,253,184
462,2292,86
2769,453,227
1532,2738,177
2361,2844,28
3301,518,43
753,751,235
1529,1826,2
1604,1866,243
1640,870,162
191,640,253
145,2597,40
3337,118,46
3236,815,179
1015,2453,109
86,1779,24
1754,506,207
1401,278,58
1936,3365,162
555,2010,37
3304,1217,217
1087,430,35
3327,1738,214
721,2017,7
2460,56,231
2634,470,37
1229,595,170
3145,1155,25
3127,1641,59
1267,2386,23
461,470,79
1766,573,153
1988,2673,167
1635,2768,83
2524,142,255
2376,868,250
1373,1730,201
3335,1569,231
327,861,231
3194,172,26
113,1167,173
62,3132,238
2793,905,198
463,858,191
157,1220,103
174,2449,59
2244,860,101
2413,1600,193
1670,2080,82
3006,2414,236
3247,1386,198
1571,2234,4
3255,1943,80
923,2916,156
254,2127,106
1432,2510,212
711,1104,87
1881,398,194
1661,1291,77
1690,2752,26
712,3142,182
768,1997,165
203,520,136
3096,1113,195
3232,1298,137
229,2339,19
823,1568,154
710,3271,174
1496,1178,17
1118,370,251
316,1349,250
1326,843,220
1942,307,161
595,2330,12
185,2054,182
1399,360,134
2083,536,238
253,1103,217
3259,1287,38
1583,1216,96
1076,2177,207
2134,3149,239
1006,2388,23
35,546,146
2504,1755,139
2523,1287,199
643,2600,89
2705,2492,150
1595,2235,128
1167,1780,187
2386,482,60
2193,2969,54
90,128,116
2213,172,84
2418,116,83
1302,28,16
334,2755,116
2139,2736,134
417,510,218
2136,1782,254
2905,561,91
3282,1030,200
1579,2158,54
642,3007,80
39,866,36
3210,2655,65
971,392,233
1258,468,157
3158,583,180
1727,2351,133
3032,1615,226
1117,3184,139
972,805,48
2542,1462,112
1536,755,96
2742,832,53
11,2739,207
470,1364,34
1616,2064,88
2274,1600,75
1554,1588,152
2492,332,100
2160,3236,21
342,2797,156
1385,1260,83
2491,110,89
