s
698
114,117,60
148,174,34
243,122,77
461,653,85
177,85,34
350,357,89
198,248,64
609,81,53
446,148,68
527,584,10
325,166,30
216,32,69
399,127,56
522,431,98
274,7,69
357,194,61
224,48,43
578,238,82
63,266,29
30,55,20
157,693,8
627,558,60
442,288,42
696,443,36
164,526,97
670,671,81
164,613,10
185,126,69
7,180,7
234,546,99
254,77,86
601,198,59
693,256,7
468,664,93
181,692,75
178,452,82
322,353,18
226,439,83
548,271,94
616,79,35
542,667,87
213,174,88
305,549,57
151,268,15
226,285,22
381,295,34
150,101,40
116,41,10
32,56,35
161,350,26
398,451,97
649,276,82
138,281,13
515,370,57
182,235,65
192,360,8
341,325,5
260,603,11
178,679,41
448,335,75
220,123,49
527,35,46
369,201,84
437,128,5
96,95,34
602,33,57
111,133,27
464,124,25
681,529,39
309,339,50
284,91,40
232,472,96
403,534,24
197,387,20
605,502,11
33,244,40
538,494,11
549,45,14
155,271,84
146,19,79
1,547,81
138,19,13
1,540,67
685,559,33
429,251,65
367,213,32
521,75,26
149,270,7
634,669,7
609,53,38
379,22,51
663,258,36
590,635,5
433,26,34
48,687,48
599,71,55
499,191,90
51,632,75
357,358,46
407,488,14
462,503,87
521,329,9
13,324,18
570,421,50
35,104,62
570,205,31
281,665,45
678,519,9
480,347,79
386,428,63
228,315,100
240,117,4
330,14,4
25,134,87
277,369,100
276,443,90
529,334,30
508,514,67
535,690,9
81,153,33
439,345,38
246,99,99
547,465,79
410,187,81
409,556,75
626,109,9
407,606,2
641,504,27
675,81,19
12,541,62
58,5,100
675,336,80
223,565,13
610,133,61
212,105,94
20,641,58
588,626,29
288,607,22
606,7,76
93,470,73
585,386,89
111,272,65
369,695,93
490,23,20
224,244,15
598,72,34
313,183,97
644,344,2
339,571,33
251,215,41
152,344,9
391,678,41
692,149,61
390,602,26
283,579,83
508,67,64
588,287,62
355,569,36
101,324,60
648,310,75
483,495,45
94,642,33
444,478,46
42,358,48
75,170,89
508,697,36
173,189,18
615,259,78
128,501,98
651,145,45
650,610,60
126,543,10
172,584,73
141,296,28
105,438,20
343,560,49
255,111,24
393,110,88
84,642,92
582,46,65
22,116,49
5,663,73
363,335,29
323,455,79
511,127,49
96,181,33
507,17,5
628,275,36
690,419,75
105,470,68
333,410,15
139,211,56
37,535,97
100,431,39
343,300,67
112,254,77
139,34,98
518,682,6
212,315,4
310,57,13
3,380,11
667,493,28
691,606,39
36,160,45
491,192,71
22,434,88
261,317,40
167,42,48
477,247,55
326,182,30
186,252,98
104,119,2
593,607,2
72,666,83
669,597,18
339,671,92
320,372,49
53,227,20
683,443,43
69,163,65
247,190,30
600,333,59
646,101,36
476,51,44
279,446,15
565,103,15
321,496,12
610,276,77
434,20,75
362,457,91
372,426,74
201,626,84
375,583,95
410,668,29
119,184,29
577,220,40
495,298,100
362,70,6
222,459,31
539,479,20
464,258,67
632,452,25
324,382,31
573,35,22
392,228,77
37,17,36
112,544,100
299,536,76
40,227,100
297,82,20
259,664,50
296,211,95
300,379,25
113,475,40
509,103,52
568,232,76
285,160,10
477,256,93
319,575,67
204,579,56
255,392,11
157,693,57
693,216,71
467,569,58
520,6,57
379,306,90
534,532,11
609,308,65
381,142,2
268,689,12
355,92,93
249,283,64
391,333,26
536,163,82
41,219,90
61,416,50
284,410,61
398,232,99
489,658,79
326,307,86
539,1,13
366,121,57
237,643,32
626,406,80
633,509,42
169,518,91
237,303,71
444,563,28
32,87,96
129,218,5
401,574,90
410,363,88
98,576,79
240,451,42
301,687,73
329,119,16
411,673,62
365,567,79
585,522,32
40,543,97
365,250,30
279,504,44
620,38,17
597,263,87
283,111,71
228,666,92
189,355,62
321,390,51
461,64,65
136,251,15
657,424,74
126,38,26
695,131,36
464,296,66
562,151,42
361,312,83
588,75,33
191,533,22
590,571,53
211,609,86
502,558,16
106,689,34
77,300,90
229,431,98
39,53,3
271,444,35
146,307,17
308,24,23
345,84,55
221,120,88
568,167,26
424,347,9
316,600,4
361,612,44
153,328,40
380,599,20
628,86,37
217,694,99
231,174,51
380,638,89
126,485,99
41,641,91
535,114,20
685,570,97
