s
410
298,250,91
83,358,81
158,252,6
260,166,16
288,116,24
136,54,13
23,401,63
41,44,3
184,392,53
388,340,50
154,278,39
112,256,29
138,266,18
166,78,78
25,386,45
288,110,96
316,69,96
404,0,19
228,312,98
102,89,33
100,105,80
300,272,62
80,207,47
362,211,38
186,231,85
23,259,50
213,185,28
333,191,44
141,205,97
311,31,71
255,113,33
198,328,100
323,333,65
267,248,61
139,184,54
227,182,32
112,163,52
363,378,74
198,135,70
80,395,31
259,156,63
112,102,87
66,348,16
220,361,23
350,255,56
72,368,18
84,67,83
227,303,19
174,337,19
317,33,54
149,209,20
371,257,36
50,80,37
338,363,75
236,57,91
308,149,54
83,205,5
62,396,95
24,177,96
268,168,72
311,342,39
174,255,38
45,322,37
76,299,72
374,385,49
328,401,48
271,150,10
225,196,79
222,124,76
353,21,5
221,205,100
7,347,52
61,144,23
291,317,64
295,398,26
326,395,39
204,398,19
196,336,3
37,110,6
282,23,30
250,113,46
314,336,14
86,274,17
397,66,76
140,329,54
191,186,23
295,278,38
136,81,68
168,30,38
394,339,73
117,265,72
123,409,92
261,9,77
178,329,99
251,283,78
244,53,97
184,284,3
224,402,3
363,248,54
401,342,84
158,116,67
408,107,41
263,221,34
256,408,54
249,94,21
230,333,38
229,63,96
286,30,8
47,396,36
328,20,15
380,408,65
132,118,30
166,352,8
0,367,12
348,70,22
58,360,73
258,257,19
344,59,48
57,406,42
242,196,87
124,133,42
410,154,47
242,139,65
126,144,2
82,100,92
153,252,18
195,262,100
318,79,25
222,103,34
382,17,23
264,410,15
403,189,50
138,331,50
403,399,69
212,124,45
128,35,35
90,331,4
18,165,80
205,101,90
128,269,20
279,116,63
159,290,91
209,102,17
312,384,10
75,404,66
61,121,40
279,369,30
267,127,71
140,329,92
240,33,97
297,123,72
379,20,85
142,264,45
208,404,80
119,367,100
54,184,94
166,183,66
78,51,17
253,360,50
211,81,14
326,402,13
6,117,44
129,366,38
64,339,39
286,269,50
243,400,63
153,178,18
188,30,46
217,111,15
46,71,58
261,390,51
180,337,55
112,341,32
29,263,13
218,313,89
227,216,86
228,243,8
333,357,39
63,347,40
370,278,1
360,247,55
409,357,36
279,322,99
29,305,96
145,405,42
243,244,90
264,161,63
146,201,59
103,216,5
314,270,30
136,264,33
271,301,11
197,360,67
129,201,76
62,301,62
26,279,31
1,201,28
58,67,79
184,49,62
57,47,78
176,267,36
283,120,41
73,147,40
306,173,36
210,238,65
146,397,83
238,197,77
347,341,68
245,213,62
189,286,71
352,297,26
150,190,83
240,282,100
7,322,27
272,401,49
375,159,77
273,94,81
79,327,58
359,330,81
10,139,14
212,246,78
41,179,24
75,399,38
352,395,98
276,59,26
276,232,3
293,27,28
324,221,77
247,279,71
247,180,95
13,16,71
210,376,59
263,337,19
19,291,16
39,405,100
128,53,27
40,43,7
15,295,82
202,95,86
311,310,96
204,372,23
231,140,52
90,245,66
348,236,61
311,223,3
20,311,75
38,359,21
277,317,4
68,276,31
267,145,74
9,163,91
126,203,88
397,13,28
108,242,52
88,180,20
16,44,58
145,254,87
349,364,47
166,55,13
144,14,58
271,172,5
88,50,89
190,16,17
61,209,72
201,122,39
408,319,7
49,52,62
265,138,67
382,141,6
341,209,96
325,399,51
65,65,44
393,102,74
274,344,38
78,56,65
168,253,78
391,80,7
39,365,13
359,67,58
169,255,52
98,388,27
343,325,24
11,182,98
51,54,47
76,93,60
91,280,80
178,298,40
242,49,68
150,125,58
392,151,61
397,277,54
399,244,28
26,228,11
229,85,34
34,200,11
97,71,70
343,367,63
90,184,28
382,48,45
89,331,77
71,78,92
72,283,90
39,312,35
154,226,92
215,115,93
177,89,55
403,76,2
192,393,73
243,153,97
252,170,6
392,155,14
115,265,50
99,105,89
249,378,10
343,9,77
31,370,9
124,66,58
17,79,19
81,185,58
61,367,9
277,267,18
167,338,26
330,213,48
410,185,19
219,245,69
57,293,85
152,279,70
403,123,28
317,203,98
164,168,14
16,38,66
126,347,35
218,46,73
